# dataset: GeoCSV 2.0
# delimiter: ,
# SID: TA_M65A__BHZ
# sample_count: 4801
# sample_rate_hz: 40
# start_time: 2020-11-08T14:10:00.000000Z
# latitude_deg: 41.562
# longitude_deg: -70.646599
# elevation_m: 22.0
# depth_m: 0.0
# azimuth_deg: 0.0
# dip_deg: -90
# instrument: Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co
# scale_factor: 6.27192E8
# scale_frequency_hz: 0.2
# scale_units: M/S
# field_unit: UTC, Counts
# field_type: datetime, INTEGER
Time, Sample
2020-11-08T14:10:13.150000Z, 18415
2020-11-08T14:10:13.175000Z, -108657
2020-11-08T14:10:13.200000Z, 2750
2020-11-08T14:10:13.225000Z, 27635
2020-11-08T14:10:13.250000Z, 334
2020-11-08T14:10:13.275000Z, -553
2020-11-08T14:10:13.300000Z, -48492
2020-11-08T14:10:13.325000Z, 6946
2020-11-08T14:10:13.350000Z, 20164
2020-11-08T14:10:13.375000Z, 86801
2020-11-08T14:10:13.400000Z, 95704
2020-11-08T14:10:13.425000Z, -71297
2020-11-08T14:10:13.450000Z, -68457
2020-11-08T14:10:13.475000Z, 71207
2020-11-08T14:10:13.500000Z, 94034
2020-11-08T14:10:13.525000Z, 24851
2020-11-08T14:10:13.550000Z, -79885
2020-11-08T14:10:13.575000Z, -30646
2020-11-08T14:10:13.600000Z, 88654
2020-11-08T14:10:13.625000Z, 11279
2020-11-08T14:10:13.650000Z, 18128
2020-11-08T14:10:13.675000Z, 45708
2020-11-08T14:10:13.700000Z, -6538
2020-11-08T14:10:13.725000Z, 24954
2020-11-08T14:10:13.750000Z, -18393
2020-11-08T14:10:13.775000Z, -37175
2020-11-08T14:10:13.800000Z, -10509
2020-11-08T14:10:13.825000Z, -84961
2020-11-08T14:10:13.850000Z, -44432
2020-11-08T14:10:13.875000Z, 71291
2020-11-08T14:10:13.900000Z, 28878
2020-11-08T14:10:13.925000Z, -44150
2020-11-08T14:10:13.950000Z, -58632
2020-11-08T14:10:13.975000Z, 81037
2020-11-08T14:10:14.000000Z, 75669
2020-11-08T14:10:14.025000Z, -135262
2020-11-08T14:10:14.050000Z, -73432
2020-11-08T14:10:14.075000Z, -58514
2020-11-08T14:10:14.100000Z, -55277
2020-11-08T14:10:14.125000Z, 121302
2020-11-08T14:10:14.150000Z, 83648
2020-11-08T14:10:14.175000Z, -143398
2020-11-08T14:10:14.200000Z, -133685
2020-11-08T14:10:14.225000Z, 201443
2020-11-08T14:10:14.250000Z, 267578
2020-11-08T14:10:14.275000Z, -21824
2020-11-08T14:10:14.300000Z, -160749
2020-11-08T14:10:14.325000Z, -51976
2020-11-08T14:10:14.350000Z, 104112
2020-11-08T14:10:14.375000Z, 119828
2020-11-08T14:10:14.400000Z, -1037
2020-11-08T14:10:14.425000Z, -108407
2020-11-08T14:10:14.450000Z, -87681
2020-11-08T14:10:14.475000Z, 66328
2020-11-08T14:10:14.500000Z, 157191
2020-11-08T14:10:14.525000Z, 106942
2020-11-08T14:10:14.550000Z, 14444
2020-11-08T14:10:14.575000Z, -61769
2020-11-08T14:10:14.600000Z, 42510
2020-11-08T14:10:14.625000Z, 181159
